%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1597380897624808506,0,1596774717043668032,map,odom,-0.0498859421232,-0.00467366241063,-9.05989931001e-17,-5.51520759896e-16,-2.39442117933e-15,0.00416883196597,0.999991310382
1597380897632982398,0,1596774717043668032,odom,base_link,-0.0554521924616,-0.0910816380289,1.03188649898e-16,-1.19055794326e-15,-2.00260061506e-15,-0.0178153056526,0.999841294849
1597380897657789471,0,1596774717064033031,map,odom,-0.0489577557929,-0.00449709510042,3.39719204696e-16,2.92437319808e-15,-3.18102878964e-16,0.00190463428944,0.999998186182
1597380897666340146,0,1596774717083551884,odom,base_link,-0.0526214366719,-0.101543296578,-1.17629441556e-16,9.75980225495e-16,1.96930466978e-15,-0.0132251238079,0.999912544226
1597380897691501033,0,1596774717104413986,map,odom,-0.0497843804742,-0.00366504812783,2.58513888137e-16,-1.59513747364e-15,-2.81322304646e-15,0.000830701560433,0.999999654967
1597380897701132768,0,1596774717104413986,odom,base_link,-0.0507889136106,-0.105031283948,6.30230960307e-17,1.48424480342e-15,-1.94985620074e-16,-0.0118264990025,0.999930064515
1597380897724388099,0,1596774717143373966,map,odom,-0.0482415345021,-0.00732360241312,4.48618477865e-17,2.31430302479e-16,-1.5114773781e-15,0.00179185002304,0.999998394635
1597380897732518078,0,1596774717143373966,odom,base_link,-0.0455923419393,-0.111257738071,-4.49526537293e-17,-8.7046126302e-16,-3.98653452864e-16,-0.00971410909127,0.999952816929
1597380897758965627,0,1596774717163625956,map,odom,-0.0504135448746,-0.00612859107023,-1.48044520859e-16,-5.11390893353e-16,3.27839572401e-16,3.28217296324e-05,0.999999999461
1597380897767532359,0,1596774717183725119,odom,base_link,-0.0464227541097,-0.117039859206,-2.75554039779e-16,4.57462555056e-17,-1.73818047913e-15,-0.0110639623179,0.999938792496
1597380897790953217,0,1596774717203407049,map,odom,-0.0566047578272,-0.00350007720372,6.00524134572e-16,1.65189070004e-15,-2.25592488109e-16,-0.00146389146996,0.99999892851
1597380897799578313,0,1596774717203407049,odom,base_link,-0.053854624687,-0.114902451893,-3.7319363687e-17,-1.33039631818e-15,-6.17040981622e-16,-0.0135610776335,0.999908044359
1597380897824157585,0,1596774717243530035,map,odom,-0.0647390272123,-0.00142398396307,2.14107703015e-16,1.7653627961e-15,1.60598952361e-15,0.00108106088451,0.999999415654
1597380897833182851,0,1596774717243530035,odom,base_link,-0.0688080005601,-0.109234024946,2.15355170312e-16,2.12785843946e-15,1.62716806504e-15,-0.0124517996773,0.999922473337
1597380897858385417,0,1596774717263318062,map,odom,-0.0595106217201,-0.00494027138312,-1.93705110577e-16,-1.58467532132e-15,-2.90644904745e-15,0.00288327870895,0.999995843343
1597380897866506949,0,1596774717283499956,odom,base_link,-0.0765528829364,-0.109252518821,-2.42774757144e-16,-1.52409068693e-16,-5.11588317724e-16,-0.00317059006621,0.999994973667
1597380897890689541,0,1596774717303388119,map,odom,-0.0591015167866,-0.00749297112791,3.96162948985e-16,9.80901026441e-16,1.798828642e-15,0.00319620083051,0.999994892137
1597380897899799631,0,1596774717303388119,odom,base_link,-0.0775052567846,-0.112695485056,1.54773521406e-16,1.12666751934e-16,-1.74824147609e-15,0.00260568680341,0.999996605192
1597380897924646917,0,1596774717343321085,map,odom,-0.066580652997,-0.0100236812991,-3.52795816182e-16,1.27793448838e-15,3.80989833928e-15,0.00607130592661,0.999981569452
1597380897934913186,0,1596774717343321085,odom,base_link,-0.082755315389,-0.119979271002,2.98410467077e-17,2.04296141666e-15,2.31522984905e-16,0.0109704627778,0.999939822663
1597380897958710827,0,1596774717363229036,map,odom,-0.0650116530404,-0.00649413172917,-6.20682007455e-16,-2.85529460207e-15,-3.04014235579e-16,0.000615515589256,0.99999981057
1597380897966548847,0,1596774717383315086,odom,base_link,-0.0868271068008,-0.122821172209,1.80271614015e-16,-2.63210169961e-17,7.91257342885e-16,0.0151876221247,0.999884661416
1597380897990877489,0,1596774717404257059,map,odom,-0.0681248769547,-0.00685373314293,3.83230002505e-16,1.53370526384e-15,-1.61730569113e-16,0.000179875064666,0.999999983822
1597380897998857439,0,1596774717404257059,odom,base_link,-0.0894671251065,-0.124352146418,-5.97803853654e-17,-4.10995058483e-17,5.8205254734e-16,0.0164393389554,0.999864864937
1597380898023971063,0,1596774717443356991,map,odom,-0.142891065196,0.0446269345938,5.08587293193e-16,2.45373042602e-16,-1.16464452549e-15,-0.000395653149369,0.999999921729
1597380898033910536,0,1596774717443356991,odom,base_link,-0.098854541525,-0.122678987411,4.50429810149e-17,-1.97986253177e-15,1.63762274821e-15,0.0163657725773,0.999866071776
1597380898059518927,0,1596774717463285923,map,odom,-0.143281775887,0.0438085861141,6.93006897228e-16,8.44067723511e-16,-1.32558372206e-15,0.000246045257013,0.999999969731
1597380898066536569,0,1596774717483066082,odom,base_link,-0.111655931919,-0.122837674848,-1.2638966669e-16,-8.4494192333e-16,-1.47172650773e-15,0.01821946189,0.999834011828
1597380898091315159,0,1596774717503204107,map,odom,-0.146645118204,0.0444574805678,1.56437209358e-16,2.77558885506e-15,2.86417032182e-15,0.000956912840727,0.999999542159
1597380898102400898,0,1596774717503204107,odom,base_link,-0.117137026252,-0.123393170354,1.98231669383e-17,1.59473325047e-15,1.74177238771e-15,0.0198021275861,0.999803918648
1597380898125273651,0,1596774717543220997,map,odom,-0.156039167984,0.046267837527,5.42117466962e-16,5.13272611021e-16,-1.57327743296e-15,0.00295306070832,0.999995639707
1597380898133314828,0,1596774717543220997,odom,base_link,-0.126580134687,-0.123563424427,7.19416128148e-17,-1.19257849101e-15,4.98584421457e-16,0.0236986370864,0.999719147861
1597380898158518650,0,1596774717563111067,map,odom,-0.153061285058,0.0441626026467,1.16346290257e-15,2.63419286625e-15,-1.82953344975e-15,0.00200076345797,0.999997998471
1597380898165996922,0,1596774717583338976,odom,base_link,-0.12938286611,-0.131507581644,-1.360375364e-16,-5.06304249401e-16,7.42509853614e-16,0.0301718932625,0.999544724791
1597380898191939649,0,1596774717603327990,map,odom,-0.1562931847,0.0443493194789,4.54641632952e-16,7.05806415519e-16,-3.00206484352e-16,1.46490182595e-05,0.999999999893
1597380898200427562,0,1596774717603327990,odom,base_link,-0.130035319378,-0.135605567449,4.96047869688e-17,-1.05289081289e-15,4.03299737899e-16,0.0315178255384,0.999503189927
1597380898224359175,0,1596774717643182993,map,odom,-0.163227402125,0.0451532209876,-1.43171584741e-16,2.34057928979e-16,8.12515178748e-16,-0.00127078208268,0.999999192556
1597380898235076858,0,1596774717643182993,odom,base_link,-0.133707190754,-0.138476557271,4.16347071969e-17,8.22025249479e-18,1.44016078876e-15,0.0303394372707,0.999539653314
1597380898257994710,0,1596774717663129091,map,odom,-0.16484938036,0.0478245385561,4.84485373077e-16,9.51335177457e-16,-1.93474040881e-15,-0.000813287715298,0.999999669281
1597380898265767874,0,1596774717683068037,odom,base_link,-0.140006436788,-0.137631444784,3.11634235747e-16,2.60234268431e-16,-2.03768142729e-16,0.0280161070053,0.999607471835
1597380898291980011,0,1596774717703036070,map,odom,-0.169632684295,0.0502312921005,2.34405889614e-16,1.87608766602e-15,-3.15797059147e-16,-0.000653303391553,0.999999786597
1597380898299256382,0,1596774717703036070,odom,base_link,-0.14428327071,-0.134575658536,1.42127325579e-16,1.51145771405e-15,1.06359853852e-15,0.0267034169565,0.99964340018
1597380898325061717,0,1596774717742948055,map,odom,-0.177489209887,0.050673545867,-4.08068220357e-16,-2.52838356541e-15,-1.07138449154e-15,-0.000462546878601,0.999999893025
1597380898333084323,0,1596774717742948055,odom,base_link,-0.15251963698,-0.1320290409,-1.45042296178e-16,-1.96826227943e-15,9.08150954183e-17,0.0258990707344,0.999664562808
1597380898358546316,0,1596774717762881994,map,odom,-0.176317073265,0.050276398022,6.82481001281e-16,1.29753328666e-15,-4.86047760549e-16,0.000956614629001,0.999999542444
1597380898367210368,0,1596774717782867908,odom,base_link,-0.157602987994,-0.132850415016,2.92807413225e-16,1.85859937339e-15,1.54945717344e-15,0.029832754627,0.999554904321
1597380898391806534,0,1596774717802889109,map,odom,-0.178552814746,0.0473467746618,-6.88767616745e-16,-2.92433314635e-15,-1.32305862904e-15,0.00230125541183,0.999997352108
1597380898401615107,0,1596774717802889109,odom,base_link,-0.158302140545,-0.137764049647,-1.22946956754e-16,-1.46321894236e-15,9.11967603274e-16,0.0334344812268,0.999440911443
1597380898424626161,0,1596774717842904091,map,odom,-0.258245777908,0.0939650507139,7.92057329979e-16,1.23921719975e-15,-1.25413437958e-15,0.00333668272421,0.999994433259
1597380898432542790,0,1596774717842904091,odom,base_link,-0.158115286944,-0.14858958676,-1.1447229909e-16,-5.51508470385e-16,1.3308162052e-15,0.0378466758862,0.999283557918
1597380898457560909,0,1596774717862849951,map,odom,-0.259809604993,0.0995398126639,9.49300015629e-16,3.83018386492e-17,-2.15912795314e-15,2.73627319568e-05,0.999999999626
1597380898466737112,0,1596774717883816004,odom,base_link,-0.154616539108,-0.155369071288,-6.87621905919e-17,1.31274629901e-15,-6.55751293706e-16,0.0383271487789,0.999265244901
1597380898472521152,0,1597380898471509933,map,map__identity,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1597380898491142758,0,1596774717903757095,map,odom,-0.264847960562,0.101036585195,3.43910801879e-16,6.51928885318e-16,1.31506793992e-17,-0.0018847420907,0.999998223872
1597380898500001869,0,1596774717903757095,odom,base_link,-0.153878894451,-0.157458672886,6.66067726648e-17,-8.37286394034e-16,-7.34064544413e-16,0.0360293186304,0.999350733326
1597380898525255678,0,1596774717942790031,map,odom,-0.268642226312,0.104411023231,-6.01196182125e-16,-7.55565582046e-16,1.32774170035e-16,-0.00387070828439,0.999992508781
1597380898533269907,0,1596774717942790031,odom,base_link,-0.152293439304,-0.155444612721,-1.11179169719e-16,7.62359501404e-16,-3.5360508165e-16,0.0310029807029,0.999519292054
1597380898557750672,0,1596774717962881088,map,odom,-0.274388598078,0.10475366275,4.53236570622e-16,4.43643032521e-16,-5.44753383933e-16,9.02093169505e-05,0.999999995931
1597380898566512532,0,1596774717982707024,odom,base_link,-0.159296178593,-0.15603269811,1.58563782394e-16,-2.03395620534e-15,7.02727929476e-16,0.0307356399601,0.999527548613
1597380898593166449,0,1596774718002650976,map,odom,-0.284698893428,0.102326996221,6.02921539544e-16,3.04429215713e-15,1.24534484595e-15,0.00131262803316,0.999999138503
1597380898601557321,0,1596774718002650976,odom,base_link,-0.167966918824,-0.160333790276,1.12064312001e-16,1.64174492911e-15,2.34610292885e-16,0.0320953904038,0.999484810247
1597380898624787728,0,1596774718043030977,map,odom,-0.456994848271,0.169961537717,-7.71009242878e-16,-5.97798771634e-16,1.35453088357e-15,0.00160973227927,0.99999870438
1597380898633887067,0,1596774718043030977,odom,base_link,-0.178169213121,-0.168960456592,-1.52350386053e-16,-1.60708200717e-15,1.17900836206e-15,0.0338422812198,0.999427185943
1597380898659067711,0,1596774718062849045,map,odom,-0.456499838571,0.17423073026,1.35205081584e-16,9.22766019722e-16,3.65123951298e-16,-0.000727375052016,0.999999735463
1597380898665738381,0,1596774718082525015,odom,base_link,-0.186299495008,-0.173920171414,-1.32276391389e-16,5.48861506713e-16,3.53093466503e-19,0.0307464034138,0.999527217577
1597380898691321011,0,1596774718102699995,map,odom,-0.464201537262,0.179172827102,4.09125357746e-16,9.24144591689e-16,6.85389816093e-16,-0.000320003929232,0.999999948799
1597380898700732346,0,1596774718102699995,odom,base_link,-0.18834114378,-0.17419075942,-7.67113033294e-18,3.71786798668e-16,1.55342383318e-15,0.0295148616511,0.999564341572
1597380898724655581,0,1596774718142735004,map,odom,-0.478998846692,0.183037386711,7.42633611592e-16,-1.40823379194e-15,-3.80269413033e-15,-0.00222943865585,0.999997514799
1597380898733034166,0,1596774718142735004,odom,base_link,-0.196056262102,-0.171615901939,3.1427239115e-16,1.16265492449e-15,7.33849429365e-17,0.0260563277951,0.999660476253
1597380898758507957,0,1596774718162544012,map,odom,-0.482459226711,0.182868540863,-8.34411293548e-16,-1.63851120272e-15,4.45349595182e-16,0.000846192978406,0.999999641979
1597380898766515205,0,1596774718182708025,odom,base_link,-0.203001102062,-0.176247900404,-3.48932254304e-17,8.8409237203e-16,3.61670093243e-16,0.0268024769888,0.999640749083
1597380898790702056,0,1596774718202966928,map,odom,-0.491060625342,0.181628537415,-2.52590109891e-16,-1.44392070376e-15,-4.2738399288e-16,0.000544319291275,0.999999851858
1597380898801138111,0,1596774718202966928,odom,base_link,-0.205766236939,-0.181845614696,-4.26427912018e-17,-1.18933989302e-15,-2.54986777955e-16,0.0270530151524,0.999634000208
1597380898824734899,0,1596774718242463112,map,odom,-0.504173606809,0.182785540508,5.46151125425e-16,2.36209694789e-15,4.67065369285e-16,-0.001533172744,0.99999882469
1597380898833830258,0,1596774718242463112,odom,base_link,-0.212433623281,-0.187630679353,-6.45155521434e-17,1.75287084078e-15,-1.44464536266e-15,0.0245536650046,0.99969851332
1597380898858240442,0,1596774718262392044,map,odom,-0.507954238769,0.190905424745,-1.37552969031e-15,-1.60547892665e-15,1.84488693871e-15,-0.000702828261769,0.999999753016
1597380898867411130,0,1596774718282553911,odom,base_link,-0.220481363312,-0.185302431715,-1.28431287684e-16,4.07520345931e-16,-1.56673187573e-15,0.022773482195,0.999740650623
1597380898891884914,0,1596774718302444935,map,odom,-0.51612440055,0.19047265218,2.77592215579e-17,8.96628753749e-16,1.10428472289e-15,0.00211928157091,0.99999775432
1597380898901340510,0,1596774718302444935,odom,base_link,-0.222255272528,-0.187851740045,-3.39022677672e-17,6.29732661684e-16,8.8718751606e-16,0.0244487383309,0.999701084922
1597380898924777914,0,1596774718342231035,map,odom,-0.528349132748,0.189012577255,9.16577926203e-17,-1.09544608375e-15,-1.3301465832e-15,0.00314031112725,0.999995069211
1597380898932820696,0,1596774718342231035,odom,base_link,-0.226002558489,-0.195211722793,-7.02827072052e-17,-9.61764301214e-16,3.25305903222e-16,0.0275889125691,0.999619353506
1597380898958099568,0,1596774718362343073,map,odom,-0.531457395068,0.189642907559,1.87117231874e-15,2.76787776522e-15,-1.76896239644e-15,0.00164344930676,0.999998649536
1597380898967085530,0,1596774718382505894,odom,base_link,-0.231966020758,-0.205781122541,3.00487184461e-18,-1.33653011411e-15,-7.12472300604e-16,0.02987222681,0.999553725452
1597380898994231631,0,1596774718402508974,map,odom,-0.541816758126,0.193787907751,-4.14819106697e-17,-3.30818746862e-16,-3.09376265482e-16,0.000834119892443,0.999999652122
1597380898999485368,0,1596774718402508974,odom,base_link,-0.236228213141,-0.209752802466,3.77631343329e-17,-6.6139433879e-16,1.90803926442e-15,0.0305930704425,0.999531922472
1597380899025784703,0,1596774718442379951,map,odom,-0.692101966331,0.270397907933,1.38043757854e-15,2.84316428546e-15,-4.42105851837e-16,0.00100333577402,0.999999496659
1597380899032160062,0,1596774718442379951,odom,base_link,-0.24119536954,-0.21377454159,2.15189945874e-16,-1.44315966323e-15,9.31050549476e-16,0.0312197031078,0.999512546263
1597380899059269301,0,1596774718462363958,map,odom,-0.695685542879,0.272237818301,8.68829804339e-16,1.70275980192e-15,-8.72612985594e-16,0.00104525925415,0.999999453716
1597380899066620094,0,1596774718482203007,odom,base_link,-0.243548246401,-0.222097064499,2.1241888069e-16,2.27666268155e-15,2.96501460676e-16,0.0325676925593,0.999469532003
1597380899091794315,0,1596774718502348900,map,odom,-0.708747918158,0.27490731891,-3.6799921047e-16,-5.62717936477e-16,-8.18132554865e-17,0.000222336342727,0.999999975283
1597380899098942439,0,1596774718502348900,odom,base_link,-0.247049976497,-0.226295167007,8.71564376396e-17,-7.42240377295e-17,-6.5687872141e-17,0.0323347848952,0.999477094128
1597380899125347262,0,1596774718542254925,map,odom,-0.721669173447,0.285925998624,1.28512159023e-15,1.05707785211e-15,-1.71871943979e-15,-0.000239981178674,0.999999971205
1597380899134350467,0,1596774718542254925,odom,base_link,-0.250638872937,-0.220602815463,-2.02736655458e-16,7.34551420541e-16,1.35649240472e-15,0.0313569148961,0.999508251036
1597380899157829759,0,1596774718562177896,map,odom,-0.72556639961,0.284131249444,4.37503520103e-16,-5.18652935369e-16,-8.93946239982e-16,0.00266456962079,0.999996450028
1597380899167472804,0,1596774718582246065,odom,base_link,-0.244604247747,-0.219689521456,-1.22778724612e-16,-9.87207808416e-16,1.70018527717e-15,0.0386114603422,0.999254299531
1597380899192626640,0,1596774718602488041,map,odom,-0.738262074668,0.280760945441,9.27682401541e-16,1.64285514036e-15,-2.48206786501e-16,0.00394266268568,0.999992227675
1597380899200642824,0,1596774718602488041,odom,base_link,-0.242860334212,-0.227620624361,-4.44462400486e-17,5.19181408165e-16,1.60144913486e-15,0.0441396755,0.999025369571
1597380899224864023,0,1596774718642321110,map,odom,-0.886757866946,0.348933427556,-3.29855025282e-16,-2.13083080062e-15,-8.79689824811e-16,0.00134333922367,0.999999097719
1597380899234061519,0,1596774718642321110,odom,base_link,-0.257863599124,-0.240810803063,-1.85848363429e-16,-7.0376182693e-17,2.1184347741e-15,0.0451630779796,0.998979627614
1597380899258960606,0,1596774718662153959,map,odom,-0.889269464696,0.363066671483,-5.01309862781e-16,-1.32832143018e-15,-3.19769437955e-16,-1.27265377693e-05,0.999999999919
1597380899267314617,0,1596774718682054043,odom,base_link,-0.269244022914,-0.241120430524,1.35979532475e-16,2.21409082209e-15,1.26148987156e-15,0.0453891369856,0.998969382035
1597380899290825325,0,1596774718702217102,map,odom,-0.898539037739,0.361891076469,-2.25332516911e-15,-4.11370362702e-15,4.15207681009e-16,0.000404696262401,0.99999991811
1597380899298827336,0,1596774718702217102,odom,base_link,-0.271859646346,-0.245313915058,1.17639574084e-18,-1.38749709852e-15,9.40244845502e-16,0.0446696888371,0.999001811259
1597380899323737175,0,1596774718742180109,map,odom,-0.917796532236,0.367264837361,1.48156995259e-15,3.53259812538e-15,-1.74581678021e-17,-0.00390306146315,0.999992383027
1597380899334792824,0,1596774718742180109,odom,base_link,-0.280047818552,-0.244918816512,-2.10566510577e-16,-6.66228029446e-16,1.77372658006e-15,0.0380537700117,0.999275692984
