%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
1597380910604252236,3183,1596774730025640964,/gps,-1.18643414121,0.280898468651,0.0,0.0,0.0,0.0
1597380910610180859,3184,1596774730032854080,/gps,0.664760257412,1.0220683545,0.0,0.0,0.0,0.0
1597380910812825689,3185,1596774730233174085,/gps,-1.43914982412,0.393166937226,0.0,0.0,0.0,0.0
1597380910825676171,3186,1596774730247839927,/gps,0.848445736274,-1.22713988175,0.0,0.0,0.0,0.0
1597380911009949676,3187,1596774730431124925,/gps,-1.0021281593,0.254880534341,0.0,0.0,0.0,0.0
1597380911019195623,3188,1596774730441613912,/gps,1.03302639411,0.0456224013773,0.0,0.0,0.0,0.0
1597380911212801294,3189,1596774730634339094,/gps,-1.37928061617,0.264609088356,0.0,0.0,0.0,0.0
1597380911216303064,3190,1596774730638813018,/gps,-1.33639539505,-0.431833690058,0.0,0.0,0.0,0.0
1597380911411829860,3191,1596774730833766937,/gps,-1.37217795368,0.134059655865,0.0,0.0,0.0,0.0
1597380911417629607,3192,1596774730839869022,/gps,-1.06276109922,0.878284221584,0.0,0.0,0.0,0.0
1597380911613167294,3193,1596774731034029006,/gps,-0.993417463881,0.172664528045,0.0,0.0,0.0,0.0
1597380911628308354,3194,1596774731049762964,/gps,-0.257515277061,-0.974872903956,0.0,0.0,0.0,0.0
1597380911808051248,3195,1596774731229821920,/gps,-1.29192580482,0.157941937769,0.0,0.0,0.0,0.0
1597380911813654821,3196,1596774731236150979,/gps,0.635209994965,1.13601329357,0.0,0.0,0.0,0.0
1597380912009845332,3197,1596774731431931972,/gps,-1.40144012591,0.309922028068,0.0,0.0,0.0,0.0
1597380912015460563,3198,1596774731437455892,/gps,-0.387456083797,1.3820144258,0.0,0.0,0.0,0.0
1597380912213691861,3199,1596774731634016036,/gps,-0.961138260218,0.146903147492,0.0,0.0,0.0,0.0
1597380912222041822,3200,1596774731644289016,/gps,0.76867533317,-0.595403663219,0.0,0.0,0.0,0.0
1597380912408492318,3201,1596774731829349040,/gps,-1.3963653616,0.227162371346,0.0,0.0,0.0,0.0
1597380912420123718,3202,1596774731842181921,/gps,0.500681412999,-1.32316177723,0.0,0.0,0.0,0.0
1597380912620386166,3203,1596774732041619062,/gps,-1.38458399935,0.11067135461,0.0,0.0,0.0,0.0
1597380912624365949,3204,1596774732046874046,/gps,-1.31876858855,-0.436085324036,0.0,0.0,0.0,0.0
1597380912823229406,3205,1596774732244240999,/gps,-0.807574298928,0.159171771823,0.0,0.0,0.0,0.0
1597380912842497764,3206,1596774732264277935,/gps,-0.822901982192,-0.0185534077097,0.0,0.0,0.0,0.0
